area_code,area_name,census_geography,country_of_birth_all,europe_inc_uk,united_kingdom_channel_iom,england,northern_ireland,scotland,wales,united_kingdom_unspecified,channel_islands_isle_of_man,ireland,other_europe_total,eu_countries_total,germany,lithuania,poland,romania,eu_countries_other,rest_of_europe_total,turkey,europe_other,africa_total,north_africa,central_and_western_africa,nigeria,other_central_and_western_africa_other,south_and_eastern_africa,kenya,south_africa,zimbabwe,south_and_eastern_africa_other,middle_east_and_asia_total,middle_east,iran,middle_east_other,eastern_asia,china,hong_kong,eastern_asia_other,southern_asia,bangladesh,india,pakistan,southern_asia_other,south_east_asia,central_asia,americas_and_the_caribbean_total,north_americas_and_the_caribbean,the_caribbean,united_states_of_america,north_america_other,central_america,south_america,antarctica_and_oceania_total,australia,antarctica_and_oceania_other,country_of_birth_other,uk_total,europe_total,rest_of_world_total,uk_total_perc,europe_total_perc,rest_of_world_total_perc,centroid_x,centroid_y
W00009326,,oa,288,279,274,6,0,0,268,0,0,1,4,4,2,0,0,0,2,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,1,0,1,0,2,2,0,0,0,0,0,1,1,1,0,0,0,0,2,0,2,0,274,5,9,95.1,1.7,3.1,322221.613,181275.8805
W00009329,,oa,336,319,315,17,0,0,298,0,0,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,17,3,0,3,2,1,1,0,12,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,5,17,93.8,1.5,5.1,322408.9445,181038.3135
W00008602,,oa,325,316,313,52,1,6,254,0,0,0,3,2,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,6,4,0,4,1,1,0,0,0,0,0,0,0,1,0,2,2,0,2,0,0,0,0,0,0,0,313,4,9,96.3,1.2,2.8,325869.9575,183019.33049999998
W00010136,,oa,336,314,307,38,0,1,268,0,0,3,4,3,1,0,0,0,2,1,0,1,4,3,0,0,0,1,1,0,0,0,17,7,2,5,2,0,2,0,4,0,0,4,0,4,0,1,1,1,0,0,0,0,0,0,0,0,307,8,22,91.4,2.4,6.5,320789.32649999997,182184.006
W00009482,,oa,319,313,305,51,0,5,249,0,0,2,6,6,0,0,1,0,5,0,0,0,1,0,0,0,0,1,1,0,0,0,4,3,2,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,305,8,6,95.6,2.5,1.9,323043.49549999996,181848.52850000001
W00009480,,oa,249,242,238,18,0,4,216,0,0,1,3,3,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,2,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,238,4,7,95.6,1.6,2.8,322759.824,181766.20500000002
W00009488,,oa,357,335,328,73,1,4,250,0,0,4,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,2,2,0,2,0,14,0,9,5,0,3,0,1,0,0,0,0,0,1,0,0,0,0,328,7,22,91.9,2.0,6.2,320750.19700000004,182454.8115
W00009497,,oa,433,391,375,50,2,1,322,0,0,3,13,12,0,1,7,0,4,1,0,1,6,2,1,1,0,3,2,0,0,1,35,19,2,17,7,6,1,0,9,0,8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,375,17,42,86.6,3.9,9.7,320570.615,182091.183
W00009493,,oa,308,262,247,47,2,2,196,0,0,0,15,15,0,0,11,0,4,0,0,0,7,6,1,1,0,0,0,0,0,0,38,14,2,12,2,0,2,0,15,0,15,0,0,7,0,1,1,0,0,1,0,0,0,0,0,0,247,15,46,80.2,4.9,14.9,321604.89650000003,182334.516
W00009502,,oa,389,336,318,65,0,5,248,0,0,0,18,16,0,0,2,1,13,2,0,2,8,5,0,0,0,3,0,1,0,2,44,13,0,13,6,0,2,4,23,0,17,6,0,2,0,1,1,0,1,0,0,0,0,0,0,0,318,20,53,81.7,5.1,13.6,321415.4495,182493.7165
W00009680,,oa,356,320,311,38,0,2,271,0,0,1,8,5,0,0,3,0,2,3,3,0,23,0,12,3,9,11,0,0,0,11,11,6,2,4,2,0,2,0,1,0,0,1,0,2,0,2,2,1,1,0,0,0,0,0,0,0,311,12,36,87.4,3.4,10.1,324000.5045,181401.913
W00009684,,oa,279,268,251,50,0,1,200,0,0,0,17,17,2,0,8,0,7,0,0,0,1,0,0,0,0,1,0,1,0,0,9,1,0,1,4,1,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,251,17,11,90.0,6.1,3.9,323919.8155,181678.6315
W00009689,,oa,233,217,204,28,0,0,176,0,0,4,9,9,1,2,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,11,0,0,0,2,2,0,0,5,0,4,1,0,4,0,2,1,1,0,0,0,1,0,0,0,0,204,13,16,87.6,5.6,6.9,324177.391,181514.5375
W00009327,,oa,298,290,281,19,0,2,260,0,0,4,5,5,0,0,0,0,5,0,0,0,6,2,0,0,0,4,0,1,0,3,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,9,8,94.3,3.0,2.7,321965.71849999996,181259.9645
W00009322,,oa,369,351,346,23,2,1,320,0,0,0,5,5,0,0,2,0,3,0,0,0,11,0,5,0,5,6,0,0,1,5,6,2,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,346,5,18,93.8,1.4,4.9,322089.2655,181451.2095
W00009323,,oa,349,319,311,29,0,3,279,0,0,4,4,3,3,0,0,0,0,1,0,1,7,0,5,0,5,2,0,1,1,0,21,2,2,0,3,2,1,0,10,4,0,3,3,6,0,2,2,2,0,0,0,0,0,0,0,0,311,9,30,89.1,2.6,8.6,321696.9535,181393.00699999998
W00009339,,oa,335,298,283,23,0,4,255,1,3,2,10,10,0,0,3,0,7,0,0,0,17,0,3,0,3,14,0,2,5,7,19,4,3,1,1,0,1,0,10,0,0,8,2,4,0,0,0,0,0,0,0,0,1,1,0,0,283,15,37,84.5,4.5,11.0,320560,181077
W00009143,,oa,281,260,254,31,1,2,220,0,0,1,5,5,1,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,3,17,0,0,0,0,0,0,0,13,0,7,3,3,4,0,0,0,0,0,0,0,0,1,1,0,0,254,6,21,90.4,2.1,7.5,317235.5,179862.5
W00009744,,oa,245,238,232,44,0,1,187,0,0,1,5,5,4,0,0,0,1,0,0,0,4,0,3,0,3,1,0,0,1,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,6,7,94.7,2.4,2.9,314307.5325,180875.7625
W00009501,,oa,372,331,316,60,1,2,253,0,0,0,15,14,6,0,4,0,4,1,1,0,5,1,3,3,0,1,0,1,0,0,35,19,2,17,1,0,1,0,10,0,10,0,0,5,0,1,1,0,0,1,0,0,0,0,0,0,316,16,41,84.9,4.3,11.0,321241.35250000004,183544.7765
W00010189,,oa,236,205,192,53,1,1,137,0,0,1,12,12,0,0,3,1,8,0,0,0,4,0,1,0,1,3,0,0,3,0,21,1,0,1,1,1,0,0,19,0,13,1,5,0,0,6,4,1,3,0,0,2,0,0,0,0,192,13,31,81.4,5.5,13.1,321483.347,181979.1825
W00010218,,oa,230,213,208,25,1,5,177,0,1,0,4,4,2,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,13,1,0,1,3,0,0,3,9,7,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,208,5,17,90.4,2.2,7.4,316801.3145,180448.8025
W00009317,,oa,319,307,303,14,0,2,287,0,0,0,4,3,1,0,0,0,2,1,0,1,8,0,4,4,0,4,1,2,1,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,1,0,0,0,0,1,0,1,0,303,5,12,95.0,1.6,3.8,322235.659,181770.375
W00009683,,oa,330,320,315,53,1,2,259,0,0,1,4,4,2,0,0,0,2,0,0,0,5,1,0,0,0,4,0,0,4,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,0,1,0,0,0,0,0,0,315,5,10,95.5,1.5,3.0,323778.2785,181833.6355
W00010156,,oa,189,178,162,39,1,5,117,0,0,0,16,14,0,1,4,0,9,2,2,0,7,0,1,1,0,6,1,3,0,2,4,0,0,0,3,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,18,11,85.7,9.5,5.8,321003.18200000003,182056.289
W00009142,,oa,216,204,188,33,1,3,151,0,0,3,13,13,0,0,7,0,6,0,0,0,3,2,0,0,0,1,1,0,0,0,7,3,0,3,0,0,0,0,2,0,2,0,0,2,0,2,1,0,1,0,0,1,0,0,0,0,188,16,12,87.0,7.4,5.6,316589.13950000005,180092.4005
W00009743,,oa,323,304,301,42,0,3,256,0,0,2,1,0,0,0,0,0,0,1,1,0,8,1,1,0,1,6,2,0,0,4,8,1,0,1,1,1,0,0,6,0,6,0,0,0,0,2,2,0,2,0,0,0,1,0,1,0,301,4,19,93.2,1.2,5.9,314951.593,181098.06199999998
W00009157,,oa,443,398,380,53,1,2,323,1,2,2,14,13,1,0,6,0,6,1,0,1,9,4,3,0,3,2,0,0,0,2,32,5,0,5,4,4,0,0,19,2,14,0,3,4,0,3,2,0,2,0,0,1,1,0,1,0,380,19,45,85.8,4.3,10.2,317083.5925,180740.23849999998
W00009302,,oa,357,352,335,24,0,0,311,0,0,0,17,17,1,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,335,17,5,93.8,4.8,1.4,321270.5455,180555.63549999997
W00009303,,oa,299,251,239,22,0,0,217,0,0,1,11,11,1,0,8,0,2,0,0,0,29,0,8,0,8,21,0,0,15,6,18,0,0,0,0,0,0,0,4,0,2,0,2,14,0,1,1,1,0,0,0,0,0,0,0,0,239,12,48,79.9,4.0,16.1,321789.7875,180450.646
W00009308,,oa,223,215,213,9,1,1,202,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,2,1,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,2,8,95.5,0.9,3.6,322119.554,180359.19
W00009255,,oa,310,300,297,22,0,2,273,0,0,1,2,2,1,0,0,0,1,0,0,0,4,0,0,0,0,4,0,1,2,1,5,0,0,0,0,0,0,0,4,0,2,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,297,3,10,95.8,1.0,3.2,316887.321,181903.1235
W00009250,,oa,315,298,287,45,0,4,238,0,0,1,10,9,2,0,0,0,7,1,0,1,5,0,0,0,0,5,0,2,1,2,11,2,0,2,5,2,3,0,4,0,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,287,12,17,91.1,3.8,5.4,317281.949,181811.12699999998
W00009251,,oa,287,277,271,59,0,2,210,0,0,0,6,5,1,0,2,0,2,1,0,1,1,0,0,0,0,1,0,1,0,0,5,0,0,0,3,3,0,0,1,0,1,0,0,1,0,4,3,0,3,0,0,1,0,0,0,0,271,7,10,94.4,2.4,3.5,318479.0695,181692.2005
W00009496,,oa,350,308,300,70,2,2,226,0,0,1,7,7,1,0,0,0,6,0,0,0,7,3,1,0,1,3,0,3,0,0,32,8,1,7,3,0,2,1,20,1,18,1,0,1,0,2,1,1,0,0,0,1,1,0,1,0,300,8,42,85.7,2.3,12.0,321421.294,182142.0415
W00009495,,oa,319,306,303,52,0,1,250,0,0,0,3,2,1,0,1,0,0,1,0,1,3,1,0,0,0,2,0,0,2,0,5,0,0,0,4,2,2,0,0,0,0,0,0,1,0,5,5,1,1,3,0,0,0,0,0,0,303,4,13,95.0,1.3,4.1,320989.38049999997,182347.4925
W00009494,,oa,506,470,458,78,2,3,375,0,0,4,8,6,1,0,0,0,5,2,0,2,9,0,6,4,2,3,0,1,0,2,18,15,6,9,3,0,1,2,0,0,0,0,0,0,0,7,7,1,4,2,0,0,2,2,0,0,458,14,36,90.5,2.8,7.1,320349.6865,182239.291
W00009491,,oa,468,439,413,69,2,5,337,0,0,4,22,21,3,0,8,3,7,1,1,0,3,2,0,0,0,1,0,1,0,0,25,5,0,5,7,0,5,2,7,0,7,0,0,6,0,1,1,1,0,0,0,0,0,0,0,0,413,27,29,88.2,5.8,6.2,320968,182547.9835
W00009547,,oa,272,266,263,37,0,1,225,0,0,0,3,3,1,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,263,3,6,96.7,1.1,2.2,316259.3835,181029.633
W00009180,,oa,300,283,270,68,1,3,198,0,0,2,11,10,0,0,0,0,10,1,0,1,3,0,0,0,0,3,1,0,0,2,13,1,1,0,5,0,1,4,7,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,270,14,17,90.0,4.7,5.7,318742.4985,182451.4535
W00009368,,oa,310,298,286,50,1,1,234,0,0,2,10,10,0,0,5,0,5,0,0,0,2,2,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,0,2,0,0,2,0,2,0,2,2,1,0,1,0,0,1,1,0,0,286,12,12,92.3,3.9,3.9,319873.051,181856.955
W00009283,,oa,325,319,313,38,0,1,274,0,0,0,6,6,1,0,2,0,3,0,0,0,2,0,0,0,0,2,0,1,1,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,6,6,96.3,1.8,1.8,316669.4705,182347.6995
W00009551,,oa,249,244,239,34,1,3,201,0,0,2,3,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,5,5,96.0,2.0,2.0,315829.83499999996,180712.3645
W00009702,,oa,370,333,331,33,2,3,293,0,0,0,2,2,2,0,0,0,0,0,0,0,11,4,0,0,0,7,0,3,0,4,21,6,0,6,0,0,0,0,5,0,3,2,0,10,0,3,1,1,0,0,2,0,2,0,2,0,331,2,37,89.5,0.5,10.0,323362.5,180545.509
W00009524,,oa,287,277,273,53,2,2,216,0,1,1,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,0,0,0,0,9,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,4,10,95.1,1.4,3.5,316494.4005,181790.793
W00009710,,oa,319,316,295,23,1,3,268,0,0,1,20,19,3,0,7,0,9,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,295,22,3,92.5,6.9,0.9,323165.745,180512.481
W00008953,,oa,334,305,297,74,0,2,221,0,0,1,7,7,1,0,1,0,5,0,0,0,4,0,2,2,0,2,0,1,0,1,21,6,0,6,3,2,1,0,11,0,8,0,3,1,0,3,3,0,2,1,0,0,1,1,0,0,297,8,29,88.9,2.4,8.7,318966.49450000003,181043.2775
W00009538,,oa,214,212,203,31,3,2,167,0,0,0,9,9,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,203,9,2,94.9,4.2,0.9,315198.0115,181027.164
W00009354,,oa,349,306,299,13,0,1,285,0,0,1,6,6,4,0,1,0,1,0,0,0,8,0,3,0,3,5,0,2,2,1,35,1,0,1,1,0,0,1,16,10,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,299,7,43,85.7,2.0,12.3,320269.4395,180134.734
W00009359,,oa,260,248,246,23,0,0,223,0,0,1,1,0,0,0,0,0,0,1,0,1,6,2,1,0,1,3,0,2,1,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,1,1,0,0,0,1,2,2,0,0,246,3,12,94.6,1.2,4.6,319950.593,180239.715
W00009175,,oa,362,343,336,57,3,6,270,0,0,0,7,7,1,0,0,0,6,0,0,0,5,1,0,0,0,4,2,1,0,1,8,2,1,1,1,0,0,1,4,0,3,0,1,1,0,2,2,0,2,0,0,0,4,4,0,0,336,7,19,92.8,1.9,5.2,317556.15249999997,184253.077
W00009274,,oa,304,294,291,57,2,6,225,1,0,2,1,0,0,0,0,0,0,1,0,1,5,1,0,0,0,4,1,1,1,1,3,0,0,0,1,0,1,0,2,0,0,2,0,0,0,1,0,0,0,0,0,1,1,1,0,0,291,4,10,95.7,1.3,3.3,317133.65249999997,182711.9345
W00009270,,oa,303,296,291,55,4,2,230,0,0,0,5,5,0,0,2,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,6,0,0,0,4,1,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,5,7,96.0,1.7,2.3,316778.206,182991.948
W00009518,,oa,276,266,264,48,1,8,207,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,6,4,4,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,264,2,10,95.7,0.7,3.6,316338.6425,180850.8615
W00008819,,oa,272,267,264,14,2,1,247,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,264,3,5,97.1,1.1,1.8,313448.515,175078.3515
W00008838,,oa,275,271,261,14,1,0,246,0,0,1,9,9,0,0,3,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,10,4,94.9,3.6,1.5,313618.641,175688.674
W00008833,,oa,468,459,452,36,0,1,415,0,0,3,4,3,0,0,0,0,3,1,0,1,3,1,0,0,0,2,0,0,0,2,5,0,0,0,0,0,0,0,4,2,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,452,8,9,96.6,1.7,1.9,313872.6415,176145.612
W00009056,,oa,302,300,296,25,0,3,268,0,0,0,4,3,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,296,5,2,98.0,1.7,0.7,313704.5455,177097.237
W00009051,,oa,314,308,304,36,2,4,262,0,0,0,4,4,0,2,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,304,4,6,96.8,1.3,1.9,313779.10750000004,177313.265
W00009035,,oa,342,338,336,24,1,0,311,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,336,2,4,98.2,0.6,1.2,313561.6435,177409.1225
W00008861,,oa,384,354,330,39,1,1,289,0,1,2,21,21,0,0,4,0,17,0,0,0,7,0,0,0,0,7,4,0,0,3,23,0,0,0,6,2,3,1,17,3,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,24,30,85.9,6.3,7.8,316125.66949999996,176118.1125
W00009045,,oa,316,312,309,23,1,1,284,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,309,3,4,97.8,0.9,1.3,313746.92000000004,177597.965
W00009032,,oa,285,268,264,17,0,1,246,0,0,0,4,4,0,0,0,0,4,0,0,0,12,3,4,1,3,5,0,0,2,3,3,1,0,1,0,0,0,0,2,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,264,4,17,92.6,1.4,6.0,313269.5,177946.02250000002
W00009031,,oa,338,333,331,26,0,2,303,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,331,2,5,97.9,0.6,1.5,313817.299,178049
W00009030,,oa,304,292,286,33,2,0,251,0,0,2,4,4,1,0,0,0,3,0,0,0,3,0,2,1,1,1,0,0,0,1,7,0,0,0,2,2,0,0,4,0,4,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,286,6,12,94.1,2.0,3.9,314137.01450000005,178315.241
W00009446,,oa,390,324,263,153,2,2,106,0,0,4,57,52,5,2,12,5,28,5,0,5,6,0,5,5,0,1,1,0,0,0,53,11,2,9,16,12,2,2,19,1,13,3,2,7,0,6,3,0,2,1,1,2,1,1,0,0,263,66,66,67.4,16.9,16.9,318833.68850000005,177087.61800000002
W00009721,,oa,261,260,258,22,3,3,230,0,0,0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,2,1,98.9,0.8,0.4,314100.007,181944.215
W00009009,,oa,327,312,305,13,0,0,292,0,0,0,7,7,1,3,2,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,12,2,2,0,2,2,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,7,15,93.3,2.1,4.6,313684.9745,176302.15350000001
W00008847,,oa,359,347,340,14,0,0,326,0,0,1,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,2,2,5,0,0,5,0,0,0,1,0,0,0,0,1,0,2,2,0,0,340,7,12,94.7,1.9,3.3,313781.248,175392.7715
W00008831,,oa,415,407,392,40,1,3,348,0,0,2,13,8,2,1,2,0,3,5,2,3,4,1,1,0,1,2,2,0,0,0,4,0,0,0,0,0,0,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,392,20,8,94.5,4.8,1.9,314327.914,176310.7135
W00008830,,oa,324,316,308,32,0,1,275,0,0,4,4,4,1,0,2,0,1,0,0,0,2,1,0,0,0,1,0,0,0,1,3,0,0,0,2,1,1,0,0,0,0,0,0,1,0,3,3,0,3,0,0,0,0,0,0,0,308,8,8,95.1,2.5,2.5,314478.52,176629.424
W00009052,,oa,225,217,211,34,3,3,171,0,0,0,6,5,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,8,4,2,2,0,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,7,8,93.8,3.1,3.6,314432,177274.78999999998
W00008881,,oa,312,283,267,50,1,0,216,0,0,2,14,14,3,0,1,0,10,0,0,0,5,0,3,1,2,2,0,0,1,1,22,2,1,1,3,1,1,1,17,9,4,3,1,0,0,2,2,0,1,1,0,0,0,0,0,0,267,16,29,85.6,5.1,9.3,316621.81,176217.44650000002
W00008890,,oa,295,286,276,45,4,2,225,0,1,1,8,8,0,0,1,1,6,0,0,0,2,0,0,0,0,2,0,0,0,2,5,0,0,0,0,0,0,0,4,0,1,1,2,1,0,0,0,0,0,0,0,0,2,1,1,0,276,10,9,93.6,3.4,3.1,315264.194,177100.826
W00009196,,oa,310,303,298,48,0,0,250,0,0,1,4,3,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,5,0,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,298,6,7,96.1,1.9,2.3,314631.53099999996,177737.8805
W00009042,,oa,273,264,257,24,1,9,223,0,0,2,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,0,4,0,4,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,257,7,9,94.1,2.6,3.3,314261.322,177840.1335
W00009187,,oa,251,229,226,42,1,4,179,0,0,0,3,3,1,0,0,0,2,0,0,0,5,1,2,0,2,2,0,0,0,2,14,1,1,0,0,0,0,0,13,0,4,0,9,0,0,2,1,0,1,0,0,1,1,0,1,0,226,3,22,90.0,1.2,8.8,315460.425,177665.5125
W00009219,,oa,297,293,282,39,0,4,239,0,0,6,5,5,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1,0,0,0,0,0,0,282,11,4,94.9,3.7,1.3,315257.0905,178770.9665
W00009216,,oa,296,286,273,58,0,2,213,0,0,0,13,13,3,0,2,0,8,0,0,0,6,0,1,0,1,5,2,1,2,0,3,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,273,13,10,92.2,4.4,3.4,314846.7465,179034.2425
W00009228,,oa,261,252,245,54,1,3,187,0,0,2,5,5,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0,3,0,2,3,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,245,7,9,93.9,2.7,3.4,314486.2705,179290.8945
W00009138,,oa,339,323,313,55,0,1,257,0,0,3,7,5,0,0,3,0,2,2,0,2,2,0,0,0,0,2,1,0,1,0,12,1,0,1,0,0,0,0,11,0,7,3,1,0,0,2,2,0,1,1,0,0,0,0,0,0,313,12,16,92.3,3.5,4.7,317442.204,180362.0125
W00008865,,oa,266,238,226,33,1,3,189,0,0,2,10,10,0,0,6,0,4,0,0,0,5,5,0,0,0,0,0,0,0,0,21,1,0,1,0,0,0,0,19,8,7,0,4,1,0,2,2,0,2,0,0,0,0,0,0,0,226,12,28,85.0,4.5,10.5,315864.754,176776.0415
W00009536,,oa,273,264,256,48,0,2,206,0,3,1,4,4,0,0,0,0,4,0,0,0,2,0,0,0,0,2,2,0,0,0,6,3,1,2,0,0,0,0,3,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,256,8,9,93.8,2.9,3.3,315827.94550000003,181475.577
W00009588,,oa,319,267,248,43,0,5,200,0,1,2,16,14,1,2,7,0,4,2,0,2,14,2,5,1,4,7,0,1,1,5,32,6,0,6,9,5,4,0,14,1,11,2,0,3,0,6,6,5,1,0,0,0,0,0,0,0,248,21,52,77.7,6.6,16.3,317279.50800000003,176539.747
W00010134,,oa,265,225,202,61,0,5,136,0,0,2,21,20,3,2,11,0,4,1,0,1,7,1,2,1,1,4,0,1,1,2,30,16,0,16,1,1,0,0,12,0,9,3,0,1,0,2,1,0,0,1,0,1,1,0,1,0,202,24,40,76.2,9.1,15.1,321071.977,178088.6005
W00010230,,oa,173,134,123,53,1,4,65,0,0,2,9,8,0,0,4,0,4,1,1,0,10,2,4,4,0,4,0,2,0,2,25,4,0,4,6,0,2,4,10,0,10,0,0,5,0,4,3,0,2,1,1,0,0,0,0,0,123,12,39,71.1,6.9,22.5,318443.753,175074.728
W00008913,,oa,450,371,346,191,5,5,145,0,4,0,21,20,1,0,0,2,17,1,0,1,9,3,3,1,2,3,1,1,0,1,68,10,0,10,30,8,21,1,13,2,7,4,0,15,0,2,2,0,2,0,0,0,0,0,0,0,346,26,79,76.9,5.8,17.6,318411.985,177295.14250000002
W00010153,,oa,155,120,110,42,1,1,66,0,0,0,10,7,3,0,0,1,3,3,0,3,4,3,0,0,0,1,0,1,0,0,28,20,0,20,5,4,1,0,3,0,3,0,0,0,0,2,1,0,1,0,0,1,1,1,0,0,110,13,35,71.0,8.4,22.6,318498.85699999996,176254.73599999998
W00009330,,oa,429,382,363,39,1,0,323,0,0,3,16,15,1,0,4,0,10,1,0,1,4,0,2,0,2,2,1,1,0,0,40,5,0,5,0,0,0,0,35,26,6,3,0,0,0,3,3,2,0,1,0,0,0,0,0,0,363,20,47,84.6,4.7,11.0,320893.16599999997,180476.91499999998
